,Unnamed: 0,profile,item,rating
318,318,40,6,3
319,319,40,2,3
320,320,571,9,3
321,321,571,6,2
322,322,571,1,2
323,323,571,2,2
324,324,259,10,1
325,325,259,2,1
326,326,130,10,2
327,327,130,6,2
328,328,130,1,1
329,329,130,2,2
330,330,447,10,2
331,331,447,6,3
332,332,447,1,2
333,333,447,2,3
334,334,240,6,3
335,335,240,10,2
336,336,240,2,3
337,337,145,9,2
338,338,145,6,3
339,339,145,11,2
340,340,145,2,3
341,341,225,6,3
342,342,225,10,1
343,343,225,2,2
344,344,296,6,3
345,345,296,10,3
346,346,296,2,3
347,347,180,9,3
348,348,180,6,2
349,349,180,1,2
350,350,180,8,2
351,351,180,2,2
352,352,450,6,2
353,353,450,10,2
354,354,450,2,3
355,355,590,6,2
356,356,590,10,3
357,357,590,2,2
358,358,480,6,2
359,359,480,10,2
360,360,480,2,2
361,361,266,9,2
362,362,266,6,2
363,363,266,10,1
364,364,266,2,2
365,365,398,6,3
366,366,398,10,3
367,367,398,2,3
368,368,464,2,3
369,369,464,3,1
370,370,464,6,3
371,371,464,7,1
372,372,464,9,3
373,373,464,5,2
374,374,153,6,3
375,375,153,10,1
376,376,153,2,3
377,377,540,6,3
378,378,540,10,3
379,379,540,2,3
380,380,423,6,3
381,381,423,10,2
382,382,423,2,3
383,383,585,6,4
384,384,585,10,3
385,385,585,2,4
386,386,477,9,2
387,387,477,6,2
388,388,477,10,1
389,389,477,11,2
390,390,477,2,2
391,391,617,10,2
392,392,617,6,2
393,393,617,1,1
394,394,617,2,2
395,395,474,0,2
396,396,474,1,2
397,397,474,2,3
398,398,474,6,3
399,399,474,7,1
400,400,474,8,2
401,401,474,9,2
402,402,474,11,2
403,403,334,9,2
404,404,334,6,3
405,405,334,10,3
406,406,334,2,3
407,407,440,6,3
408,408,440,1,2
409,409,440,2,3
410,410,31,10,1
411,411,31,6,2
412,412,31,1,2
413,413,31,8,2
414,414,31,2,2
415,415,108,6,3
416,416,108,1,2
417,417,108,2,3
418,418,71,0,1
419,419,71,2,2
420,420,71,6,2
421,421,71,8,1
422,422,71,10,1
423,423,71,11,2
424,424,202,9,2
425,425,202,6,3
426,426,202,2,3
427,427,7,6,2
428,428,7,10,1
429,429,7,2,2
430,430,412,6,1
431,431,412,10,1
432,432,412,2,1
433,433,412,5,1
434,434,515,0,1
435,435,515,1,1
436,436,515,2,3
437,437,515,3,1
438,438,515,6,3
439,439,515,7,1
440,440,515,9,2
441,441,515,10,1
442,442,515,11,2
443,443,175,6,3
444,444,175,10,3
445,445,175,2,3
446,446,539,9,1
447,447,539,7,1
448,448,539,2,1
449,449,419,9,4
450,450,419,6,4
451,451,419,7,2
452,452,419,2,5
453,453,72,9,2
454,454,72,6,2
455,455,72,2,2
456,456,62,10,2
457,457,62,6,2
458,458,62,1,1
459,459,62,2,2
460,460,503,9,2
461,461,503,6,3
462,462,503,2,3
463,463,508,6,3
464,464,508,10,2
465,465,508,2,3
466,466,425,9,2
467,467,425,6,2
468,468,425,2,2
469,469,115,9,3
470,470,115,6,3
471,471,115,10,2
472,472,115,2,3
473,473,446,9,1
474,474,446,2,1
475,475,237,9,2
476,476,237,6,2
477,477,237,11,2
478,478,237,2,2
479,479,139,6,2
480,480,139,2,2
481,481,258,9,3
482,482,258,6,3
483,483,258,10,1
484,484,258,2,3
485,485,603,9,4
486,486,603,6,2
487,487,603,8,1
488,488,603,2,3
489,489,69,9,1
490,490,69,10,1
491,491,69,2,1
492,492,359,6,2
493,493,359,10,1
494,494,359,2,2
495,495,330,6,3
496,496,330,10,2
497,497,330,2,3
498,498,188,9,2
499,499,188,6,2
500,500,188,1,2
501,501,188,10,1
502,502,188,2,3
503,503,542,9,2
504,504,542,6,2
505,505,542,11,1
506,506,542,2,2
507,507,448,9,1
508,508,448,2,1
509,509,530,1,1
510,510,530,2,2
511,511,530,4,1
512,512,530,6,3
513,513,530,9,3
514,514,530,10,1
515,515,530,11,1
516,516,434,9,3
517,517,434,6,2
518,518,434,10,2
519,519,434,2,2
520,520,322,6,3
521,521,322,10,1
522,522,322,2,3
523,523,483,6,1
524,524,483,10,2
525,525,483,2,3
526,526,402,9,2
527,527,402,6,2
528,528,402,10,2
529,529,402,2,1
530,530,357,10,1
531,531,357,6,2
532,532,357,1,1
533,533,357,8,1
534,534,357,2,2
535,535,494,6,2
536,536,494,10,3
537,537,494,2,2
538,538,74,6,3
539,539,74,10,4
540,540,74,2,3
541,541,219,6,1
542,542,219,10,2
543,543,219,2,1
544,544,565,6,2
545,545,565,2,3
546,546,476,1,2
547,547,476,2,3
548,548,476,6,3
549,549,476,8,1
550,550,476,9,2
551,551,476,10,1
552,552,147,6,3
553,553,147,2,3
554,554,265,4,1
555,555,265,6,2
556,556,265,2,3
557,557,347,0,2
558,558,347,1,2
559,559,347,2,3
560,560,347,3,2
561,561,347,6,2
562,562,347,7,3
563,563,347,9,1
564,564,347,11,2
565,565,48,6,3
566,566,48,10,1
567,567,48,2,3
568,568,390,9,1
569,569,390,6,1
570,570,390,2,2
571,571,361,9,2
572,572,361,6,1
573,573,361,2,1
574,574,436,0,1
575,575,436,1,3
576,576,436,2,3
577,577,436,6,3
578,578,436,8,3
579,579,436,10,2
580,580,469,6,1
581,581,469,10,3
582,582,469,2,2
583,583,65,1,3
584,584,65,2,3
585,585,65,6,3
586,586,65,8,3
587,587,65,10,3
588,588,65,5,1
589,589,563,9,3
590,590,563,6,3
591,591,563,10,1
592,592,563,2,3
593,593,89,9,1
594,594,89,6,2
595,595,89,10,1
596,596,89,2,2
597,597,548,9,2
598,598,548,6,2
599,599,548,10,1
600,600,548,11,1
601,601,548,2,2
602,602,604,9,2
603,603,604,6,3
604,604,604,10,2
605,605,604,2,3
606,606,272,9,2
607,607,272,6,2
608,608,272,2,2
609,609,489,6,3
610,610,489,2,3
611,611,22,6,2
612,612,22,10,1
613,613,22,2,2
614,614,70,9,3
615,615,70,6,3
616,616,70,1,2
617,617,70,11,3
618,618,70,2,2
619,619,600,6,4
620,620,600,10,2
621,621,600,2,4
622,622,521,9,1
623,623,521,6,1
624,624,521,1,1
625,625,521,2,2
626,626,521,5,1
627,627,524,9,1
628,628,524,6,1
629,629,524,2,1
630,630,73,9,3
631,631,73,6,2
632,632,73,11,2
633,633,73,2,2
634,634,619,9,2
635,635,619,6,1
636,636,619,1,1
637,637,619,2,1
638,638,592,9,1
639,639,592,6,1
640,640,592,11,1
641,641,592,2,1
642,642,167,9,1
643,643,167,6,3
644,644,167,10,3
645,645,167,2,3
646,646,468,6,4
647,647,468,10,3
648,648,468,2,4
649,649,560,6,3
650,650,560,2,3
651,651,106,6,3
652,652,106,10,2
653,653,106,2,3
654,654,395,0,3
655,655,395,1,3
656,656,395,2,4
657,657,395,3,4
658,658,395,6,4
659,659,395,8,2
660,660,395,9,2
661,661,395,10,1
662,662,395,11,3
663,663,376,9,2
664,664,376,6,4
665,665,376,10,3
666,666,376,2,3
667,667,411,6,2
668,668,411,2,2
669,669,435,9,3
670,670,435,6,2
671,671,435,2,2
672,672,352,10,1
673,673,352,6,2
674,674,352,1,1
675,675,352,2,2
676,676,84,6,4
677,677,84,10,4
678,678,84,2,4
679,679,59,9,3
680,680,59,6,2
681,681,59,2,2
682,682,94,9,1
683,683,94,6,1
684,684,94,2,1
685,685,302,0,2
686,686,302,9,2
687,687,302,6,2
688,688,302,2,3
689,689,622,6,3
690,690,622,10,2
691,691,622,2,3
692,692,375,6,2
693,693,375,10,2
694,694,375,2,3
695,695,575,9,3
696,696,575,6,2
697,697,575,2,2
698,698,20,11,2
699,699,20,1,2
700,700,20,2,2
701,701,20,6,2
702,702,20,8,2
703,703,20,9,2
704,704,20,5,3
705,705,588,7,2
706,706,588,8,2
707,707,588,5,3
708,708,78,6,1
709,709,78,10,2
710,710,78,2,1
711,711,295,0,2
712,712,295,11,2
713,713,295,1,3
714,714,295,2,3
715,715,295,6,4
716,716,295,7,1
717,717,295,8,3
718,718,295,9,2
719,719,295,10,3
720,720,295,5,3
721,721,150,9,3
722,722,150,6,4
723,723,150,10,2
724,724,150,2,4
725,725,396,6,2
726,726,396,10,1
727,727,396,2,2
728,728,339,0,1
729,729,339,10,1
730,730,339,2,2
731,731,369,6,1
732,732,369,2,1
733,733,286,10,1
734,734,286,6,2
735,735,286,7,1
736,736,286,2,2
737,737,537,10,2
738,738,537,6,3
739,739,537,1,1
740,740,537,8,3
741,741,537,2,4
742,742,218,1,1
743,743,218,2,2
744,744,218,3,1
745,745,218,6,1
746,746,218,9,2
747,747,218,10,1
748,748,228,9,3
749,749,228,6,3
750,750,228,11,2
751,751,228,2,3
752,752,458,0,1
753,753,458,1,2
754,754,458,2,2
755,755,458,6,2
756,756,458,8,2
757,757,458,10,1
758,758,403,9,3
759,759,403,6,2
760,760,403,2,2
761,761,34,0,3
762,762,34,6,3
763,763,34,10,3
764,764,34,2,3
765,765,461,10,1
766,766,461,6,2
767,767,461,1,2
768,768,461,8,2
769,769,461,2,2
770,770,623,6,3
771,771,623,10,2
772,772,623,2,3
773,773,496,10,1
774,774,496,6,2
775,775,496,1,2
776,776,496,2,2
777,777,497,9,3
778,778,497,6,3
779,779,497,11,3
780,780,497,2,3
781,781,38,6,3
782,782,38,1,3
783,783,38,2,3
784,784,340,6,2
785,785,340,2,2
786,786,462,6,3
787,787,462,2,3
788,788,314,9,2
789,789,314,6,2
790,790,314,1,2
791,791,314,10,2
792,792,314,2,2
793,793,407,6,1
794,794,407,10,1
795,795,407,2,1
796,796,350,6,3
797,797,350,8,2
798,798,350,2,3
799,799,443,6,4
800,800,443,10,2
801,801,443,2,3
802,802,599,1,2
803,803,599,2,3
804,804,599,6,3
805,805,599,8,2
806,806,599,9,2
807,807,599,10,1
808,808,599,11,2
809,809,559,10,1
810,810,559,6,2
811,811,559,1,1
812,812,559,2,2
813,813,284,0,3
814,814,284,1,2
815,815,284,2,3
816,816,284,6,3
817,817,284,8,2
818,818,284,9,3
819,819,490,6,2
820,820,490,10,2
821,821,490,2,2
822,822,381,9,3
823,823,381,6,3
824,824,381,10,1
825,825,381,11,3
826,826,381,2,3
827,827,342,6,3
828,828,342,1,1
829,829,342,2,3
830,830,298,6,3
831,831,298,10,2
832,832,298,2,3
833,833,299,1,2
834,834,299,2,4
835,835,299,6,4
836,836,299,8,2
837,837,299,9,3
838,838,299,11,1
839,839,262,6,3
840,840,262,10,3
841,841,262,2,3
842,842,172,10,1
843,843,172,6,2
844,844,172,7,1
845,845,172,2,2
846,846,507,9,2
847,847,507,6,3
848,848,507,10,1
849,849,507,2,3
850,850,507,7,1
851,851,336,9,2
852,852,336,6,2
853,853,336,2,2
854,854,533,6,1
855,855,533,1,1
856,856,533,2,2
857,857,533,5,1
858,858,506,9,3
859,859,506,6,2
860,860,506,10,2
861,861,506,11,3
862,862,506,2,2
863,863,409,6,2
864,864,409,10,2
865,865,409,2,2
866,866,520,3,1
867,867,520,6,2
868,868,520,1,1
869,869,520,2,1
870,870,156,9,3
871,871,156,6,4
872,872,156,10,3
873,873,156,2,4
874,874,580,9,3
875,875,580,6,2
876,876,580,11,3
877,877,580,2,2
878,878,26,6,2
879,879,26,7,2
880,880,26,2,2
881,881,432,9,2
882,882,432,6,2
883,883,432,1,2
884,884,432,10,1
885,885,432,2,3
886,886,288,0,1
887,887,288,1,3
888,888,288,2,3
889,889,288,6,3
890,890,288,8,3
891,891,288,9,3
892,892,288,11,2
893,893,18,9,3
894,894,18,6,13
895,895,18,10,1
896,896,18,2,2
897,897,179,3,1
898,898,179,0,2
899,899,179,6,2
900,900,179,2,2
901,901,358,0,2
902,902,358,6,1
903,903,358,10,2
904,904,358,2,2
905,905,532,6,3
906,906,532,10,2
907,907,532,2,3
908,908,422,6,3
909,909,422,10,3
910,910,422,2,3
911,911,250,0,2
912,912,250,11,4
913,913,250,1,4
914,914,250,2,4
915,915,250,4,1
916,916,250,6,3
917,917,250,7,2
918,918,250,8,3
919,919,250,9,4
920,920,250,5,1
921,921,399,1,2
922,922,399,2,5
923,923,399,4,2
924,924,399,6,3
925,925,399,8,3
926,926,399,9,1
927,927,399,5,1
928,928,270,9,2
929,929,270,6,2
930,930,270,2,2
931,931,567,10,1
932,932,567,6,3
933,933,567,1,1
934,934,567,2,2
935,935,318,6,4
936,936,318,10,2
937,937,318,2,5
938,938,170,9,2
939,939,170,6,2
940,940,170,1,1
941,941,170,10,1
942,942,170,2,2
943,943,370,6,2
944,944,370,1,2
945,945,370,2,2
946,946,598,1,1
947,947,598,2,3
948,948,598,6,2
949,949,598,8,1
950,950,598,9,3
951,951,598,11,2
952,952,166,6,3
953,953,166,10,3
954,954,166,2,3
955,955,236,0,3
956,956,236,1,4
957,957,236,2,3
958,958,236,3,3
959,959,236,4,2
960,960,236,6,3
961,961,236,7,2
962,962,236,8,3
963,963,236,9,3
964,964,236,11,4
965,965,88,0,1
966,966,88,1,2
967,967,88,2,3
968,968,88,3,1
969,969,88,6,3
970,970,88,7,2
971,971,88,9,2
972,972,88,10,1
973,973,88,5,2
974,974,220,9,4
975,975,220,6,3
976,976,220,2,2
977,977,222,9,3
978,978,222,6,3
979,979,222,10,2
980,980,222,2,4
981,981,297,9,2
982,982,297,6,1
983,983,297,10,1
984,984,297,2,1
985,985,254,6,3
986,986,254,1,2
987,987,254,2,3
988,988,470,9,1
989,989,470,6,3
990,990,470,1,2
991,991,470,10,2
992,992,470,2,2
993,993,456,9,2
994,994,456,6,2
995,995,456,10,1
996,996,456,2,2
997,997,164,0,2
998,998,164,1,2
999,999,164,2,2
1000,1000,164,4,1
1001,1001,164,6,2
1002,1002,164,8,2
1003,1003,164,10,3
1004,1004,595,6,1
1005,1005,595,10,1
1006,1006,595,2,2
1007,1007,602,9,2
1008,1008,602,6,2
1009,1009,602,2,2
1010,1010,122,0,4
1011,1011,122,1,2
1012,1012,122,2,4
1013,1013,122,6,4
1014,1014,122,8,2
1015,1015,122,9,2
1016,1016,122,10,2
1017,1017,122,11,1
1018,1018,386,9,2
1019,1019,386,6,2
1020,1020,386,10,1
1021,1021,386,2,2
1022,1022,466,6,3
1023,1023,466,10,3
1024,1024,466,2,3
1025,1025,321,9,1
1026,1026,321,6,3
1027,1027,321,10,1
1028,1028,321,11,1
1029,1029,321,2,4
1030,1030,275,3,1
1031,1031,275,9,2
1032,1032,275,6,3
1033,1033,275,10,1
1034,1034,275,2,3
1035,1035,424,0,2
1036,1036,424,6,2
1037,1037,424,10,1
1038,1038,424,2,2
1039,1039,315,9,3
1040,1040,315,6,3
1041,1041,315,1,2
1042,1042,315,10,1
1043,1043,315,2,3
1044,1044,568,9,3
1045,1045,568,6,4
1046,1046,568,10,3
1047,1047,568,2,4
1048,1048,610,9,2
1049,1049,610,6,3
1050,1050,610,10,1
1051,1051,610,11,2
1052,1052,610,2,3
1053,1053,282,6,2
1054,1054,282,7,1
1055,1055,282,2,2
1056,1056,471,6,2
1057,1057,471,10,2
1058,1058,471,2,2
1059,1059,214,9,1
1060,1060,214,6,3
1061,1061,214,2,3
1062,1062,260,9,2
1063,1063,260,6,2
1064,1064,260,2,2
1065,1065,93,6,2
1066,1066,93,10,1
1067,1067,93,2,2
1068,1068,609,9,2
1069,1069,609,6,2
1070,1070,609,1,1
1071,1071,609,2,2
1072,1072,193,9,1
1073,1073,193,6,1
1074,1074,193,2,1
1075,1075,187,4,2
1076,1076,187,10,1
1077,1077,187,6,2
1078,1078,187,2,2
1079,1079,441,0,1
1080,1080,441,2,4
1081,1081,441,6,4
1082,1082,441,8,1
1083,1083,441,9,2
1084,1084,441,10,1
1085,1085,441,11,2
1086,1086,509,6,3
1087,1087,509,10,1
1088,1088,509,11,2
1089,1089,509,2,3
1090,1090,27,7,1
1091,1091,27,6,3
1092,1092,27,1,1
1093,1093,27,2,3
1094,1094,123,9,3
1095,1095,123,6,3
1096,1096,123,2,3
1097,1097,199,9,3
1098,1098,199,6,3
1099,1099,199,2,3
1100,1100,273,9,2
1101,1101,273,6,2
1102,1102,273,11,1
1103,1103,273,2,2
1104,1104,413,1,2
1105,1105,413,2,3
1106,1106,413,6,3
1107,1107,413,7,1
1108,1108,413,9,2
1109,1109,413,11,2
1110,1110,268,9,2
1111,1111,268,6,2
1112,1112,268,1,1
1113,1113,268,11,2
1114,1114,268,2,2
1115,1115,551,6,2
1116,1116,551,10,1
1117,1117,551,2,2
1118,1118,401,10,1
1119,1119,401,6,1
1120,1120,401,1,1
1121,1121,401,2,1
1122,1122,346,6,4
1123,1123,346,10,3
1124,1124,346,2,4
1125,1125,554,6,3
1126,1126,554,10,3
1127,1127,554,2,3
1128,1128,605,9,1
1129,1129,605,6,1
1130,1130,605,1,1
1131,1131,605,10,1
1132,1132,605,2,1
1133,1133,541,9,1
1134,1134,541,6,2
1135,1135,541,2,2
1136,1136,344,10,1
1137,1137,344,6,3
1138,1138,344,7,3
1139,1139,344,2,3
1140,1140,344,5,1
1141,1141,19,3,1
1142,1142,19,9,1
1143,1143,19,6,2
1144,1144,19,2,2
1145,1145,19,0,2
1146,1146,531,9,2
1147,1147,531,11,2
1148,1148,531,4,1
1149,1149,531,6,3
1150,1150,531,2,3
1151,1151,203,9,3
1152,1152,203,6,4
1153,1153,203,10,3
1154,1154,203,2,4
1155,1155,356,1,2
1156,1156,356,2,3
1157,1157,356,3,1
1158,1158,356,6,4
1159,1159,356,9,1
1160,1160,356,10,2
1161,1161,356,11,1
1162,1162,21,9,4
1163,1163,21,6,2
1164,1164,21,1,3
1165,1165,21,8,3
1166,1166,21,2,3
1167,1167,510,9,3
1168,1168,510,6,2
1169,1169,510,10,1
1170,1170,510,2,2
1171,1171,607,9,4
1172,1172,607,6,3
1173,1173,607,7,1
1174,1174,607,2,3
1175,1175,405,6,2
1176,1176,405,10,1
1177,1177,405,2,2
1178,1178,348,6,2
1179,1179,348,10,1
1180,1180,348,2,2
1181,1181,467,6,2
1182,1182,467,2,2
1183,1183,221,9,3
1184,1184,221,6,1
1185,1185,221,10,2
1186,1186,221,2,1
1187,1187,221,7,1
1188,1188,278,6,4
1189,1189,278,10,2
1190,1190,278,2,4
1191,1191,558,10,1
1192,1192,558,2,1
1193,1193,29,6,1
1194,1194,29,1,1
1195,1195,29,2,1
1196,1196,3,9,2
1197,1197,3,6,3
1198,1198,3,10,1
1199,1199,3,11,2
1200,1200,3,2,3
1201,1201,601,9,3
1202,1202,601,6,1
1203,1203,601,2,1
1204,1204,90,9,3
1205,1205,90,6,2
1206,1206,90,10,2
1207,1207,90,2,2
1208,1208,90,7,1
1209,1209,519,1,1
1210,1210,519,2,1
1211,1211,285,9,1
1212,1212,285,6,3
1213,1213,285,10,2
1214,1214,285,11,2
1215,1215,285,2,3
1216,1216,96,6,3
1217,1217,96,10,3
1218,1218,96,2,3
1219,1219,23,6,3
1220,1220,23,10,3
1221,1221,23,2,3
1222,1222,15,0,2
1223,1223,15,10,1
1224,1224,15,6,1
1225,1225,15,1,1
1226,1226,15,2,1
1227,1227,312,6,2
1228,1228,312,10,2
1229,1229,312,2,2
1230,1230,213,9,3
1231,1231,213,6,1
1232,1232,213,2,1
1233,1233,502,6,2
1234,1234,502,1,2
1235,1235,502,2,2
1236,1236,132,9,4
1237,1237,132,6,3
1238,1238,132,10,2
1239,1239,132,2,3
1240,1240,587,9,1
1241,1241,587,6,2
1242,1242,587,10,2
1243,1243,587,2,2
1244,1244,229,6,2
1245,1245,229,2,2
1246,1246,363,9,2
1247,1247,363,6,2
1248,1248,363,1,3
1249,1249,363,8,2
1250,1250,363,2,2
1251,1251,14,1,2
1252,1252,14,2,2
1253,1253,14,6,3
1254,1254,14,9,2
1255,1255,14,10,2
1256,1256,14,11,2
1257,1257,445,10,1
1258,1258,365,6,2
1259,1259,365,10,1
1260,1260,365,2,2
1261,1261,165,6,2
1262,1262,165,10,3
1263,1263,165,2,2
1264,1264,451,9,2
1265,1265,451,6,4
1266,1266,451,10,2
1267,1267,451,11,3
1268,1268,451,2,4
1269,1269,281,6,2
1270,1270,281,2,2
1271,1271,146,9,2
1272,1272,146,6,3
1273,1273,146,2,1
1274,1274,528,0,3
1275,1275,528,2,3
1276,1276,528,6,3
1277,1277,528,8,3
1278,1278,528,9,3
1279,1279,528,10,2
1280,1280,269,10,1
1281,1281,269,6,3
1282,1282,269,7,1
1283,1283,269,2,3
1284,1284,300,6,3
1285,1285,300,10,1
1286,1286,300,2,12
1287,1287,274,6,2
1288,1288,274,10,1
1289,1289,274,2,2
1290,1290,383,9,3
1291,1291,383,6,1
1292,1292,383,1,1
1293,1293,383,10,1
1294,1294,383,2,2
1295,1295,293,9,1
1296,1296,293,6,2
1297,1297,293,10,2
1298,1298,293,11,1
1299,1299,293,2,2
1300,1300,433,3,1
1301,1301,433,0,1
1302,1302,433,6,2
1303,1303,433,10,1
1304,1304,433,2,3
1305,1305,454,10,3
1306,1306,454,6,3
1307,1307,454,1,2
1308,1308,454,2,3
1309,1309,103,2,2
1310,1310,103,3,1
1311,1311,103,6,3
1312,1312,103,9,3
1313,1313,103,10,1
1314,1314,103,11,3
1315,1315,230,0,2
1316,1316,230,1,1
1317,1317,230,2,2
1318,1318,230,3,1
1319,1319,230,6,3
1320,1320,230,9,2
1321,1321,230,10,1
1322,1322,230,11,1
1323,1323,479,6,2
1324,1324,479,1,1
1325,1325,479,2,2
1326,1326,439,9,2
1327,1327,439,6,1
